item_id,carat,cut,color,clarity,depth,table,x,y,z
23996,1.5,Very Good,G,VS2,62.1,57.0,7.21,7.31,4.51
45594,0.51,Ideal,G,VS1,62.4,57.0,5.1,5.13,3.19
24426,2.02,Ideal,H,SI2,62.4,56.0,8.14,8.04,5.06
29511,0.4,Very Good,G,SI1,61.6,59.0,4.66,4.72,2.89
47527,0.52,Ideal,D,VS2,62.1,57.0,5.17,5.13,3.2
37030,0.35,Very Good,F,VVS1,61.6,56.0,4.53,4.55,2.79
20312,1.24,Ideal,H,VS2,61.8,55.0,6.91,6.95,4.28
42696,0.6,Ideal,D,SI2,61.3,59.0,5.42,5.48,3.34
4023,0.96,Good,G,SI1,56.6,63.0,6.52,6.39,3.67
26234,1.42,Very Good,F,VVS1,58.4,62.0,7.35,7.38,4.3
14705,0.3,Ideal,G,VS1,61.8,55.0,4.31,4.33,2.67
24046,0.38,Ideal,D,SI2,61.1,56.0,4.65,4.71,2.86
14578,1.21,Very Good,E,SI1,61.0,60.0,6.83,6.88,4.18
12736,1.11,Ideal,H,SI1,61.0,56.0,6.74,6.7,4.1
51685,0.55,Very Good,E,VVS2,60.4,56.0,5.36,5.38,3.24
53034,0.71,Very Good,G,SI1,62.8,55.0,5.68,5.73,3.58
20185,1.52,Ideal,D,SI2,62.7,56.0,7.35,7.28,4.59
44301,0.53,Very Good,F,VS2,63.2,58.0,5.13,5.16,3.25
47618,0.52,Ideal,G,VVS1,61.6,56.0,5.16,5.2,3.19
37694,0.41,Premium,J,VVS1,60.1,58.0,4.83,4.79,2.89
44262,0.52,Ideal,H,VS1,62.0,55.4,5.16,5.21,3.21
50465,0.71,Ideal,I,VS2,63.1,57.0,5.66,5.71,3.59
25339,2.3,Premium,H,SI2,60.6,59.0,8.4,8.37,5.08
22317,1.63,Ideal,E,SI2,61.7,57.0,7.5,7.54,4.64
31540,0.3,Ideal,E,VVS2,61.9,55.0,4.3,4.33,2.67
32748,0.36,Ideal,F,VS1,61.3,55.0,4.59,4.61,2.82
9144,1.01,Very Good,D,SI2,63.5,61.0,6.37,6.33,4.03
23091,2.25,Premium,I,SI2,61.9,59.0,8.42,8.35,5.19
50467,0.61,Very Good,D,VS2,61.5,57.0,5.45,5.48,3.36
29807,0.3,Very Good,D,SI1,63.4,56.0,4.29,4.26,2.71
14603,1.02,Premium,D,SI1,62.3,59.0,6.38,6.42,3.99
34248,0.38,Ideal,G,SI1,61.3,56.0,4.67,4.63,2.85
76,0.26,Very Good,E,VVS2,59.9,58.0,4.15,4.23,2.51
39627,0.35,Ideal,E,SI2,61.4,56.0,4.51,4.55,2.78
3346,0.62,Ideal,G,IF,60.3,57.0,5.54,5.61,3.35
43771,0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21
7559,1.12,Premium,H,SI2,62.4,58.0,6.63,6.58,4.12
30930,0.26,Ideal,H,VS1,61.8,56.0,4.12,4.14,2.55
44849,0.71,Very Good,J,VS2,62.6,57.0,5.64,5.7,3.55
8065,0.37,Premium,J,VS2,60.7,60.0,4.68,4.65,2.83
52766,0.53,Ideal,D,VVS2,62.2,56.0,5.18,5.21,3.23
47698,0.59,Ideal,E,VS2,61.5,56.0,5.42,5.38,3.32
19129,1.02,Ideal,G,VVS2,61.1,57.0,6.48,6.51,3.97
47623,0.55,Premium,E,VS2,60.5,58.0,5.32,5.26,3.2
24809,1.71,Ideal,G,SI1,62.1,56.0,7.65,7.61,4.74
25271,2.06,Premium,I,SI2,61.0,61.0,8.18,8.1,5.02
16194,1.07,Premium,G,VS2,60.5,56.0,6.71,6.64,4.04
28414,0.29,Ideal,E,VVS1,62.7,55.0,4.2,4.22,2.64
5676,0.95,Ideal,I,VS2,62.2,57.0,6.29,6.22,3.89
16668,1.06,Very Good,G,VS1,63.1,57.0,6.42,6.49,4.07
20045,0.4,Ideal,D,SI2,62.0,55.0,4.71,4.77,2.94
20438,1.64,Very Good,G,SI2,60.9,57.0,7.57,7.61,4.62
26263,2.01,Ideal,I,VS2,66.7,56.0,7.75,7.65,5.14
27254,1.5,Premium,E,VVS2,58.7,61.0,7.49,7.36,4.36
20857,1.01,Ideal,F,VS1,62.2,56.0,6.4,6.46,4.0
50616,0.25,Good,D,VS1,57.6,60.0,4.15,4.18,2.4
3447,1.01,Ideal,E,I1,62.0,57.0,6.37,6.41,3.96
2827,0.9,Good,F,SI2,63.1,57.0,6.11,6.18,3.88
21417,1.75,Premium,H,VS2,61.5,58.0,7.75,7.69,4.75
50345,0.7,Premium,H,VS1,60.5,58.0,5.73,5.77,3.48
53367,0.7,Premium,E,SI1,58.6,60.0,5.78,5.75,3.38
5770,1.13,Premium,E,SI2,62.5,57.0,6.68,6.63,4.16
44009,0.3,Premium,F,SI2,61.3,58.0,4.28,4.33,2.64
48048,0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11
41258,0.3,Premium,F,SI1,60.9,60.0,4.33,4.37,2.65
20785,1.15,Premium,G,VVS1,60.8,58.0,6.77,6.74,4.11
40693,0.41,Ideal,F,VVS1,62.3,56.0,4.77,4.79,2.98
48583,0.54,Ideal,D,VS2,61.8,57.0,5.26,5.22,3.24
33009,0.41,Very Good,G,VS2,61.4,59.2,4.76,4.78,2.93
53716,0.7,Ideal,E,VS2,60.3,57.0,5.7,5.8,3.47
6901,0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72
48816,0.51,Ideal,G,VVS1,61.4,55.0,5.15,5.18,3.17
22711,1.53,Premium,I,VS1,62.4,59.0,7.3,7.34,4.57
52522,0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29
21676,1.52,Very Good,H,SI1,63.4,55.0,7.25,7.3,4.61
48055,0.73,Premium,I,SI2,62.0,57.0,5.79,5.76,3.58
49132,0.56,Premium,D,VS2,61.1,58.0,5.34,5.3,3.25
41458,0.59,Premium,E,SI2,61.4,59.0,5.4,5.32,3.29
9682,1.0,Ideal,I,SI1,61.5,57.0,6.39,6.43,3.94
14518,1.01,Premium,G,VS2,63.0,56.0,6.41,6.35,4.02
27835,0.31,Good,H,VS1,59.2,65.0,4.42,4.33,2.59
41967,0.23,Very Good,E,VVS2,62.8,58.0,3.92,3.94,2.47
50279,0.97,Ideal,I,I1,61.6,53.0,6.4,6.43,3.95
37228,0.4,Ideal,E,VS2,62.3,56.0,4.75,4.72,2.95
21390,1.04,Premium,F,VVS2,61.6,59.0,6.53,6.49,4.01
39075,0.4,Ideal,F,VS2,62.0,59.0,4.77,4.71,2.95
33812,0.4,Premium,F,VS2,59.3,59.0,4.79,4.83,2.85
38306,0.37,Very Good,F,SI2,60.2,60.0,4.6,4.7,2.8
95,0.7,Good,E,VS2,57.5,58.0,5.85,5.9,3.38
28002,0.3,Premium,E,VS2,61.6,58.0,4.31,4.33,2.66
22801,1.51,Premium,I,VVS1,61.0,61.0,7.47,7.34,4.52
29565,0.41,Good,F,SI1,63.3,58.0,4.71,4.74,2.99
44218,0.57,Premium,F,SI1,60.7,58.0,5.36,5.32,3.24
34928,0.32,Good,J,SI1,63.2,56.0,4.31,4.36,2.74
11077,0.9,Very Good,F,VS2,62.3,58.0,6.14,6.16,3.83
51534,0.7,Ideal,I,VVS1,62.8,56.3,5.65,5.69,3.56
7878,0.9,Premium,G,VS2,61.5,60.0,6.16,6.13,3.78
8604,1.01,Premium,G,SI2,62.4,58.0,6.41,6.38,3.99
39446,0.41,Premium,G,VS1,58.9,60.0,4.87,4.84,2.86
24984,2.01,Ideal,G,SI2,63.0,56.0,7.98,7.9,5.0
5559,1.0,Ideal,I,VS2,62.6,54.0,6.39,6.35,3.99
36949,0.28,Very Good,H,VVS1,58.5,61.0,4.27,4.31,2.51
33968,0.32,Ideal,E,VS2,61.1,56.0,4.46,4.48,2.73
20645,1.58,Premium,H,VS2,60.5,58.0,7.57,7.54,4.57
6721,0.3,Ideal,H,VVS2,61.0,55.0,4.33,4.34,2.65
32236,0.31,Ideal,G,VVS1,61.0,56.0,4.36,4.4,2.67
25408,1.79,Premium,G,SI1,60.5,58.0,7.88,7.83,4.75
15137,1.19,Very Good,H,VS2,61.1,58.0,6.81,6.83,4.17
25433,2.04,Premium,H,SI2,62.8,58.0,8.11,8.06,5.08
25128,1.5,Premium,F,VS2,62.8,58.0,7.21,7.16,4.51
540,0.7,Ideal,H,VVS1,62.3,55.0,5.66,5.7,3.54
6201,1.02,Premium,H,SI2,62.4,59.0,6.42,6.37,3.99
32252,0.3,Premium,G,VVS1,61.8,59.0,4.28,4.33,2.66
16625,1.38,Premium,H,SI2,62.1,60.0,7.13,7.08,4.41
28765,0.31,Ideal,E,VS2,62.0,55.0,4.34,4.37,2.7
3949,0.85,Ideal,E,SI1,62.8,56.0,6.05,6.02,3.79
48661,0.73,Very Good,H,SI1,62.2,57.0,5.77,5.8,3.6
30092,0.32,Premium,H,VS1,61.7,58.0,4.41,4.37,2.71
31644,0.27,Ideal,H,VS2,61.7,56.0,4.13,4.17,2.56
48942,0.71,Fair,G,SI1,65.0,58.0,5.57,5.53,3.61
51120,0.57,Ideal,F,VVS2,62.1,56.0,5.31,5.35,3.31
12921,1.0,Good,E,VS2,64.0,58.0,6.24,6.2,3.99
32256,0.3,Ideal,G,VVS1,62.6,54.0,4.25,4.28,2.67
15658,1.05,Ideal,I,VS2,62.2,55.8,6.49,6.52,4.04
5104,0.61,Ideal,D,VVS2,61.7,56.0,5.47,5.42,3.36
49353,0.56,Ideal,F,VS1,62.1,56.0,5.32,5.28,3.29
53504,0.71,Fair,G,VS1,65.5,55.0,5.62,5.53,3.65
7263,1.03,Ideal,E,SI2,61.6,56.0,6.5,6.45,3.99
13623,1.08,Good,E,SI1,58.4,60.0,6.71,6.74,3.93
41614,0.24,Very Good,G,VVS1,61.7,56.0,3.98,4.02,2.46
36526,0.42,Ideal,I,VVS1,62.0,55.0,4.88,4.8,3.0
42369,0.56,Premium,G,SI1,62.4,58.0,5.23,5.29,3.28
9778,1.0,Ideal,I,VS1,63.1,57.0,6.32,6.39,4.01
29670,0.28,Very Good,F,VVS2,62.6,55.0,4.18,4.2,2.62
39844,0.41,Ideal,H,IF,61.1,54.0,4.8,4.85,2.95
985,0.77,Very Good,G,VS2,58.3,63.0,6.0,6.05,3.51
52810,0.71,Premium,I,VVS1,63.0,58.0,5.68,5.66,3.57
47208,0.5,Very Good,G,VVS2,60.7,57.0,5.1,5.14,3.11
20437,1.51,Ideal,G,SI2,60.8,57.0,7.44,7.39,4.51
10972,1.24,Premium,F,SI2,62.7,59.0,6.83,6.77,4.26
51749,0.78,Very Good,H,SI2,62.6,59.0,5.81,5.85,3.65
48502,0.54,Ideal,G,VVS1,61.3,56.0,5.23,5.28,3.22
11508,1.01,Ideal,H,SI1,60.4,58.0,6.5,6.54,3.94
3289,0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7
50347,0.58,Ideal,F,VS1,60.4,57.0,5.42,5.37,3.26
684,0.66,Ideal,D,VS1,62.1,56.0,5.54,5.57,3.45
4256,0.71,Very Good,E,VVS2,61.5,61.0,5.7,5.75,3.52
31058,0.39,Ideal,G,VS1,61.3,56.0,4.68,4.71,2.88
40596,0.37,Ideal,J,SI1,60.5,57.0,4.63,4.66,2.81
24040,0.38,Very Good,D,SI2,59.2,61.0,4.67,4.72,2.78
7905,1.06,Ideal,I,SI1,62.2,56.0,6.49,6.53,4.05
30484,0.31,Premium,D,SI1,61.2,60.0,4.41,4.35,2.68
11743,1.11,Ideal,I,VS2,62.2,56.0,6.69,6.62,4.14
46657,0.51,Ideal,D,VS2,61.6,56.0,5.15,5.17,3.18
22328,1.5,Very Good,F,SI1,63.0,55.0,7.27,7.31,4.59
11139,1.0,Premium,F,SI1,61.4,62.0,6.36,6.32,3.89
4417,1.01,Good,E,SI2,63.9,58.0,6.37,6.31,4.05
2321,0.72,Premium,F,VS1,62.2,57.0,5.74,5.67,3.55
16513,1.0,Ideal,E,VS2,61.6,57.0,6.38,6.44,3.95
44672,0.49,Ideal,E,VS2,61.3,55.0,5.11,5.13,3.14
31752,0.4,Ideal,D,SI1,62.0,56.0,4.68,4.71,2.91
34865,0.3,Premium,G,VVS2,62.8,60.0,4.28,4.25,2.68
43709,0.59,Premium,G,SI1,60.5,59.0,5.44,5.41,3.28
12258,1.01,Ideal,D,SI2,62.5,57.0,6.39,6.35,3.98
28245,0.33,Ideal,H,VVS2,61.9,57.0,4.41,4.44,2.74
13695,1.0,Very Good,G,VS2,61.8,59.0,6.29,6.37,3.91
26120,1.54,Ideal,G,VS2,60.8,57.0,7.44,7.46,4.53
12295,1.1,Very Good,F,VS2,63.5,55.0,6.58,6.52,4.16
1509,0.81,Very Good,G,VS2,63.1,58.0,5.88,5.84,3.7
16201,1.06,Good,G,VS1,63.4,57.0,6.45,6.48,4.1
24845,2.17,Premium,H,SI1,62.3,58.0,8.29,8.25,5.15
47358,0.5,Premium,H,IF,60.3,58.0,5.14,5.18,3.11
17834,1.03,Premium,E,VS2,61.2,59.0,6.53,6.47,3.98
52819,0.72,Very Good,E,SI2,59.9,57.0,5.85,5.9,3.52
29425,0.42,Ideal,D,SI2,62.4,57.0,4.78,4.81,2.99
17919,1.21,Ideal,H,VS2,62.4,59.0,6.81,6.79,4.24
35978,0.42,Very Good,H,VVS2,62.4,57.0,4.78,4.83,3.0
10140,1.04,Very Good,G,SI1,59.2,61.0,6.63,6.68,3.94
46320,0.58,Ideal,H,VS2,61.2,56.0,5.41,5.39,3.3
9294,1.45,Fair,J,SI2,58.6,68.0,7.45,7.33,4.34
48537,0.7,Premium,D,SI2,60.8,61.0,5.69,5.64,3.45
40683,0.5,Premium,E,SI1,61.4,59.0,5.09,5.01,3.1
5749,0.98,Very Good,E,SI2,61.1,60.0,6.31,6.36,3.87
33172,0.38,Very Good,D,VS2,58.5,59.0,4.76,4.82,2.8
47902,0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29
9769,1.11,Ideal,H,SI2,62.7,57.0,6.66,6.59,4.14
22335,1.55,Ideal,I,VS1,61.5,54.0,7.42,7.58,4.61
10206,1.21,Premium,F,SI2,61.5,57.0,6.93,6.88,4.25
7264,0.91,Ideal,I,VS2,61.6,56.0,6.17,6.25,3.83
24849,1.63,Very Good,G,VS2,62.5,57.0,7.46,7.49,4.67
13796,1.19,Fair,H,SI1,64.4,58.0,6.69,6.64,4.29
27269,2.11,Ideal,I,VS2,62.2,55.0,8.2,8.26,5.12
51609,0.79,Very Good,G,SI1,60.9,63.0,5.89,5.84,3.57
41162,0.38,Very Good,D,VVS2,61.9,56.0,4.63,4.65,2.87
48667,0.57,Premium,D,SI1,62.6,56.0,5.4,5.34,3.36
19027,0.35,Good,H,VVS2,60.4,56.0,4.57,4.59,2.77
10040,0.34,Good,F,SI2,63.9,56.0,4.4,4.43,2.82
52456,0.71,Premium,G,VS2,60.4,61.0,5.81,5.77,3.5
33010,0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73
8244,1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03
20476,1.52,Fair,H,SI1,61.2,60.0,7.39,7.29,4.49
11524,0.7,Premium,D,IF,60.0,59.0,5.75,5.81,3.47
28911,0.3,Very Good,G,VVS2,60.6,58.0,4.35,4.36,2.64
8916,1.07,Premium,H,VS1,60.5,61.0,6.67,6.59,4.01
2811,0.7,Premium,E,VVS1,61.7,59.0,5.67,5.71,3.51
33302,0.4,Good,F,VS2,63.4,54.4,4.68,4.73,2.99
41728,0.41,Ideal,E,VVS2,62.2,54.0,4.79,4.76,2.97
43041,0.5,Very Good,E,SI1,63.5,61.0,5.03,4.98,3.18
12238,1.04,Ideal,I,VS1,62.4,57.0,6.44,6.48,4.03
9972,1.0,Very Good,H,SI1,62.7,59.0,6.3,6.37,3.97
31568,0.31,Ideal,D,VVS2,61.9,57.0,4.31,4.35,2.68
14923,1.5,Good,G,SI2,57.9,61.0,7.52,7.48,4.35
44550,0.55,Ideal,G,SI1,61.9,57.0,5.23,5.27,3.25
47216,0.5,Premium,F,VS1,62.3,55.0,5.09,5.06,3.16
5504,1.11,Good,J,SI1,63.6,58.0,6.48,6.57,4.15
10067,0.32,Very Good,H,SI1,63.4,55.0,4.38,4.36,2.77
51041,0.7,Premium,H,VS2,60.8,59.0,5.71,5.74,3.48
19415,1.24,Ideal,H,VVS2,62.0,56.0,6.92,6.86,4.27
42068,0.5,Ideal,D,SI1,62.7,57.0,5.06,5.08,3.18
18792,1.23,Ideal,H,VS2,61.7,56.0,6.92,6.88,4.26
6922,0.91,Premium,E,SI1,61.9,61.0,6.12,6.1,3.78
26212,2.26,Ideal,I,SI2,61.5,57.0,8.36,8.44,5.17
3601,0.91,Ideal,G,SI2,62.2,57.0,6.18,6.24,3.86
44097,0.54,Premium,E,VS2,59.6,59.0,5.32,5.26,3.16
33155,0.31,Very Good,G,VVS1,62.8,53.0,4.34,4.36,2.73
49504,0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26
43738,0.51,Very Good,E,SI1,60.8,57.0,5.19,5.24,3.17
9213,1.18,Fair,I,VS2,62.0,66.0,6.75,6.63,4.16
33782,0.4,Ideal,F,VS2,60.6,55.0,4.78,4.82,2.91
5509,0.9,Fair,D,SI2,64.6,59.0,6.04,6.01,3.89
28417,0.43,Good,E,SI2,63.6,55.0,4.8,4.83,3.06
35300,0.3,Premium,I,VS1,61.7,58.0,4.27,4.32,2.65
8684,0.7,Ideal,F,VVS1,62.2,57.0,5.7,5.74,3.56
31923,0.3,Premium,G,VS1,62.0,60.0,4.28,4.23,2.64
21866,1.24,Premium,F,VS1,58.0,58.0,7.16,7.02,4.11
38071,0.3,Premium,E,VVS2,61.4,59.0,4.34,4.32,2.66
4133,1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07
11358,1.12,Premium,H,SI1,62.4,56.0,6.74,6.63,4.17
14023,1.0,Very Good,G,VS2,62.9,56.0,6.27,6.42,3.99
37129,0.39,Ideal,F,VS2,62.3,55.0,4.69,4.71,2.93
13952,1.09,Premium,H,VS2,61.4,58.0,6.64,6.58,4.06
42632,0.58,Premium,H,SI1,58.4,59.0,5.51,5.48,3.21
33946,0.31,Ideal,H,SI1,62.4,55.0,4.31,4.35,2.7
21010,1.7,Premium,J,VS2,62.9,62.0,7.47,7.38,4.67
27306,2.09,Premium,H,SI2,60.6,59.0,8.27,8.22,5.0
24209,1.72,Very Good,I,VVS2,62.7,58.0,7.54,7.6,4.75
1100,0.71,Premium,D,SI1,61.4,58.0,5.75,5.79,3.54
37837,0.33,Ideal,D,VS2,62.1,55.0,4.46,4.43,2.76
32151,0.28,Ideal,F,VVS2,62.6,55.0,4.2,4.23,2.64
28819,0.31,Ideal,D,VS1,62.1,57.0,4.32,4.35,2.69
47537,0.63,Premium,G,VS2,61.5,57.0,5.54,5.51,3.4
25834,1.71,Premium,H,VVS2,61.4,59.0,7.77,7.67,4.74
38497,0.42,Ideal,G,VVS2,62.7,56.0,4.74,4.77,2.98
43807,0.51,Premium,H,VS1,62.5,58.0,5.12,5.09,3.19
22076,1.33,Good,G,VS1,62.8,60.0,6.87,6.92,4.33
7353,0.93,Very Good,D,SI2,62.6,57.0,6.2,6.26,3.9
41212,0.56,Premium,E,SI2,62.6,59.0,5.2,5.24,3.27
19038,0.3,Ideal,F,VS1,61.8,53.0,4.32,4.36,2.68
20892,1.71,Premium,I,VS2,61.5,58.0,7.74,7.54,4.7
53704,0.51,Ideal,D,VVS2,61.3,57.0,5.14,5.17,3.16
33124,0.31,Very Good,G,VVS1,62.5,57.0,4.3,4.4,2.72
17482,1.01,Very Good,G,VS1,63.6,57.0,6.34,6.36,4.04
10746,1.0,Very Good,F,SI1,62.8,59.0,6.32,6.36,3.98
12615,1.12,Premium,H,SI1,62.0,56.0,6.68,6.61,4.12
48800,0.7,Very Good,I,VS2,60.7,59.0,5.75,5.79,3.5
40028,0.5,Ideal,I,VS2,62.4,55.0,5.09,5.11,3.18
15701,0.34,Ideal,G,SI1,62.7,57.0,4.51,4.48,2.82
16185,1.22,Ideal,I,VS1,62.3,57.0,6.81,6.85,4.25
14368,1.09,Ideal,F,SI1,62.0,56.0,6.59,6.61,4.09
35930,0.43,Premium,D,SI2,60.7,58.0,4.91,4.85,2.96
22072,1.31,Very Good,E,VS2,63.1,56.0,6.95,6.9,4.37
37822,0.33,Ideal,D,VS2,62.1,56.0,4.48,4.44,2.77
19482,1.01,Ideal,D,VS2,62.1,58.0,6.4,6.42,3.98
15365,0.3,Very Good,G,VS1,61.7,56.0,4.29,4.33,2.66
3508,0.81,Premium,G,VS1,61.7,59.0,6.07,5.96,3.71
44446,0.51,Ideal,F,VS2,61.9,55.0,5.11,5.15,3.18
11118,1.27,Ideal,G,SI2,58.8,56.0,7.16,7.06,4.18
25699,0.35,Premium,D,SI1,61.8,59.0,4.54,4.56,2.81
40658,0.5,Premium,E,SI2,59.5,59.0,5.16,5.19,3.08
2136,0.71,Ideal,G,VS1,61.8,56.1,5.72,5.74,3.54
15904,1.29,Premium,J,VVS2,62.6,59.0,6.98,6.91,4.35
44970,0.32,Ideal,H,VS2,60.8,56.0,4.46,4.49,2.72
28487,0.42,Very Good,D,SI2,62.0,59.0,4.78,4.83,2.98
45579,0.52,Ideal,G,VS1,61.8,55.0,5.17,5.21,3.21
21735,1.26,Very Good,E,VS2,59.5,57.0,7.03,7.15,4.22
30685,0.4,Ideal,E,SI1,62.0,57.0,4.74,4.78,2.95
351,0.72,Ideal,D,SI1,61.5,54.0,5.77,5.8,3.56
18607,1.54,Premium,J,SI1,61.2,59.0,7.45,7.41,4.55
38523,0.34,Ideal,E,VS1,61.8,57.0,4.5,4.47,2.77
49214,0.67,Very Good,G,VS2,60.4,61.0,5.61,5.64,3.4
53645,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76
24375,0.34,Ideal,E,SI1,61.2,57.0,4.48,4.51,2.75
14072,0.91,Premium,F,VVS2,63.0,56.0,6.17,6.12,3.87
37218,0.38,Very Good,H,VVS1,60.0,57.0,4.75,4.79,2.86
33443,0.32,Ideal,G,VS1,61.6,56.0,4.42,4.38,2.71
9041,0.39,Ideal,F,SI2,62.2,55.0,4.68,4.71,2.92
36113,0.42,Premium,E,SI1,61.5,61.0,4.87,4.82,2.98
30352,0.32,Ideal,F,VVS2,61.4,57.0,4.41,4.45,2.72
13808,1.15,Ideal,I,VS1,62.1,55.0,6.76,6.67,4.18
22917,1.5,Very Good,H,VS2,62.8,57.0,7.25,7.3,4.57
14250,1.02,Ideal,F,SI1,62.3,56.0,6.41,6.44,4.0
14647,1.05,Ideal,D,SI1,62.8,57.0,6.46,6.48,4.06
9132,1.08,Ideal,H,SI2,60.4,57.0,6.68,6.63,4.02
30462,0.31,Ideal,D,SI1,62.7,56.0,4.36,4.32,2.72
36887,0.35,Ideal,G,IF,60.7,57.0,4.59,4.61,2.79
33487,0.32,Ideal,F,VS2,62.4,54.0,4.4,4.38,2.74
23956,1.44,Ideal,G,VS1,62.6,57.0,7.21,7.19,4.51
21059,0.31,Good,G,VS1,63.1,59.0,4.27,4.29,2.7
30775,0.4,Ideal,G,SI1,62.3,54.0,4.74,4.77,2.96
6150,0.7,Ideal,E,VVS2,62.3,53.7,5.67,5.72,3.55
9804,1.03,Very Good,E,SI2,62.1,59.0,6.43,6.46,4.0
21959,1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98
17175,1.31,Good,H,SI1,57.9,62.0,7.18,7.25,4.18
34625,0.31,Ideal,E,VS2,62.9,57.0,4.35,4.3,2.72
10826,1.15,Ideal,H,SI2,62.0,56.0,6.68,6.75,4.16
42214,0.38,Ideal,D,VVS2,60.7,55.0,4.69,4.71,2.85
44844,0.52,Ideal,F,VS2,61.1,56.0,5.19,5.23,3.18
27093,1.7,Premium,G,VVS2,61.5,60.0,7.64,7.59,4.68
23007,1.52,Premium,H,VS2,61.1,59.0,7.45,7.38,4.53
17091,1.34,Premium,H,SI1,62.4,57.0,7.07,6.96,4.38
27153,2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02
34175,0.33,Premium,G,VS1,61.3,58.0,4.45,4.42,2.72
40510,0.45,Good,F,VS1,58.6,62.2,5.0,5.05,2.95
39621,0.3,Very Good,G,VS2,62.6,62.0,4.21,4.25,2.65
20512,1.41,Very Good,H,VS2,62.5,58.0,7.08,7.12,4.44
26366,0.32,Ideal,G,VS1,60.9,56.0,4.41,4.45,2.7
50684,0.62,Good,D,VS2,58.9,64.0,5.62,5.55,3.29
42972,0.41,Ideal,E,VVS1,61.7,56.0,4.78,4.82,2.96
53187,0.55,Ideal,G,VVS1,61.2,56.0,5.27,5.29,3.23
21725,1.11,Very Good,F,VVS2,60.8,57.0,6.7,6.73,4.08
36816,0.51,Premium,F,SI2,62.9,59.0,5.11,5.07,3.2
4069,0.31,Very Good,D,SI1,63.0,55.0,4.32,4.34,2.73
23394,0.36,Very Good,E,VS2,59.9,55.0,4.66,4.69,2.8
47298,0.3,Very Good,I,SI1,61.4,58.0,4.3,4.33,2.65
4938,0.98,Very Good,H,SI2,62.1,59.0,6.33,6.39,3.95
20520,1.25,Very Good,E,VS2,61.6,57.0,6.9,6.94,4.26
2417,0.72,Ideal,H,VVS1,61.5,57.0,5.74,5.76,3.54
11628,1.13,Premium,H,SI1,62.0,58.0,6.67,6.63,4.12
28421,0.3,Very Good,D,VS2,62.5,57.0,4.26,4.28,2.67
12754,1.04,Ideal,F,SI1,61.3,55.0,6.51,6.53,4.0
36804,0.3,Ideal,G,IF,62.1,55.0,4.35,4.31,2.69
29893,0.3,Ideal,D,VS2,62.0,55.0,4.31,4.34,2.68
37488,0.35,Ideal,E,VS2,62.5,55.0,4.52,4.5,2.82
50818,0.71,Ideal,I,VVS2,62.4,54.0,5.72,5.75,3.58
26042,2.07,Very Good,I,SI2,63.1,57.0,8.2,8.1,5.14
14357,1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06
19879,1.12,Ideal,D,VS2,62.0,55.0,6.66,6.63,4.12
27149,1.97,Very Good,H,VS2,62.9,59.0,7.9,8.01,5.0
16075,1.25,Ideal,I,VS2,62.5,56.0,6.87,6.92,4.31
32059,0.33,Premium,I,VVS1,62.5,61.0,4.42,4.38,2.75
8666,1.17,Very Good,H,SI2,63.1,58.0,6.72,6.64,4.22
17790,1.0,Premium,E,VS2,63.0,58.0,6.25,6.22,3.93
46208,0.51,Ideal,G,VVS2,61.6,56.0,5.12,5.14,3.16
46072,0.63,Premium,F,SI1,59.1,57.0,5.64,5.6,3.32
52978,0.3,Premium,D,SI1,59.7,59.0,4.34,4.37,2.6
36074,0.4,Very Good,D,SI1,63.5,55.0,4.72,4.67,2.98
39278,0.43,Good,J,SI2,63.7,57.0,4.76,4.79,3.04
5312,0.9,Ideal,E,SI2,62.1,56.0,6.25,6.19,3.86
12330,1.2,Very Good,I,SI1,61.2,62.0,6.75,6.84,4.16
32465,0.3,Ideal,G,IF,62.6,56.0,4.29,4.32,2.69
34960,0.36,Very Good,E,SI2,62.4,58.0,4.54,4.56,2.84
29604,0.35,Ideal,F,VS2,62.5,57.0,4.5,4.53,2.82
42893,0.51,Ideal,D,SI2,62.5,55.0,5.15,5.12,3.21
11230,1.02,Very Good,G,SI1,62.8,57.0,6.35,6.38,4.0
10718,0.31,Ideal,D,SI2,62.3,56.0,4.38,4.35,2.72
30785,0.33,Very Good,D,VS1,61.6,53.0,4.45,4.48,2.75
989,0.77,Ideal,D,SI2,62.1,56.0,5.83,5.89,3.64
42600,0.32,Premium,H,VS2,59.5,58.0,4.47,4.5,2.67
31052,0.34,Ideal,H,VVS1,61.6,53.0,4.5,4.52,2.78
15071,1.02,Very Good,G,VS2,60.5,54.0,6.48,6.57,3.95
